,ID,Plot
30,447194,"Samson, a Hebrew placed under Nazirite vows from birth by his mother, is engaged to a Philistine woman named Semadar. At their engagement, Samson loses a bet with his wedding guests  and attacks thirty Philistines to strip them of their cloaks to pay his betting debt. When his deeds become known, Semadar is killed during their wedding feast; Samson becomes a hunted man and in his fury he begins fighting the Philistines. The Saran of Gaza  imposes heavy taxes on the Dannites, with the purpose of having Samson betrayed by his own people. Saran's plan works, and frustrated Dannites hand over Samson to the Philistines, much to the joy of Delilah, Semadar's sister. Samson is taken by the high general Ahtur  and a regiment of Philistine troops. En route back to Gaza, Ahtur decides to taunt Samson. Samson rips apart his chains and ropes and begins to combat the Philistines, toppling Ahtur's war chariot and using the jawbone of an ass to club the Philistine soldiers to death. News of the defeat of Ahtur at the hands of Samson reaches Saran. Saran ponders how to defeat Samson. Delilah comes up with the idea of seducing Samson, thus having him reveal the secret of his strength and then deliver him for punishment. Her plan works; she cuts his hair, which he feels gives him his strength. In order to fully neutralize him, Samson is blinded by his captors, put to slave work and is eventually brought to the temple of Dagon for the entertainment of the Philistines and of Saran. However, in the meantime Delilah has unknowingly fallen in love with Samson, and his blinding and torture make her feel deep remorse over her betrayal. She attends the public torture wielding a whip, in order to help him flee, but Samson instead asks to be brought to the temple's main support pillars. Once he stands between them, he tells Delilah to run, but she remains, unseen by him, as he pushes the pillars apart. The pillars give way and the temple collapses, burying Samson, Delilah, and all the Philistines inside alive. In the end the temple lies in rubble, and Saul and Miriam, his two closest Hebrew friends, are left to mourn Samson's passing."
31,24165951,"A soldier-of-fortune steals some Russian nerve gas from Afghanistan, and brings it to the U.S. to be analyzed. A greedy millionaire rancher finds out about it and sets out to steal it."
32,18549958,"Mary was a lonely and poor child, from a family of poor farm workers in Portland, Oregon. She was always in trouble with juvenile authorities partly because she hated to go to school. After a number of breaks from juvenile authorities, Mary's good luck ran out. She and another troubled male teen got caught while they were joy-riding with a stolen car that they crashed. That was enough for the Judge who had no choice but to incarcerate Mary. A social worker took an interest in Mary and realized that she struggled with dyslexia. She then helped Mary excel in studies. Mary gained confidence and began to fight back against her impediment, eventually going to college."
33,12978934,"Beth Cappadora  and her husband Pat  experience a parent's worst fear when their son Ben vanishes in a crowded hotel lobby during Beth's high school reunion. The ensuing frantic search is unsuccessful, and Beth goes through a sustained nervous breakdown. Unable to cope with her devastation, Beth unintentionally neglects her other children, Vincent ([[Jonathan Jackson  and Kerry . After nine years, the family has seemingly accepted that Ben has gone forever, when a familiar-looking boy  turns up at their house, introduces himself as Sam and offers to mow their lawn. Beth is convinced that Sam is actually her son, and begins an investigation that culminates in the discovery that Ben was kidnapped at the ill-fated high school reunion years ago, by a mentally unstable woman who was a high school classmate of Beth's. This woman brought up Ben as her own child, until she committed suicide. The attempted re-integration of Ben back into the Cappadora family produces painful results for all involved. Eventually the family decides that what's best for Ben is to return him to his adoptive father, but one night Vincent finds him playing basketball outside. Ben reveals that he remembered something from before his abduction, playing with Vincent and Vincent finding him, causing him to feel safe. Vincent, who has carried guilt for letting go of Ben at the reunion is forgiven by Ben who decides to return to living with his real family, but first plays a game of basketball with his brother with their parents secretly watching from their bedroom window."
34,8471210,"In 1942, a 10 year old boy named Timmy plays with a jigsaw puzzle of a nude woman when his mother walks in. She chastises him for it. The mother orders Timmy to get a plastic bag because ""I'm gonna burn everything."" Timmy gruesomely murders her with an axe instead of getting the plastic bag. The police later arrive at the house and Timmy is finishing the puzzle. The police break into the house through the front door. Timmy then hides in one of the closets. The police then enter into the bedroom, they find a bloody mess all over the room and also find the mother's head inside one of the closets. The police hear Timmy weeping in the another closet, so they open the door and find him covered in blood. The police question the whereabouts of the father; the nanny replies hesitantly and lying obviously that he is in Europe with the Air Force, but the nanny also says that Timmy has an aunt, who lives an hour away and also the nanny says that she will call Timmy's aunt and that the nanny will take Timmy there. Forty years later, in 1982, a grown up Timmy is seen, wearing black gloves, opens a drawer. He removes a box and opens it. Inside, he finds his mother's shoes, her dress, soaked in blood, and a photo of her, crossed out in red. The next scene cuts to a girl skateboarding through town. While this happens, a van, , stops by, and later, the 2 men, are seen carrying out, what looks like a giant mirror frame, from the back of the van. Of course, the girl on the skateboard, ends up crashing into a giant mirror frame, which shatters to pieces. Back at the killer's house, he removes another box, containing pieces of the puzzle of the nude woman, which he starts putting together. Then, the chainsaw-wielding psychopathic killer is on the loose on a college campus in Boston.BD Horror News: DVD Review ""Pieces"" by David Harley Tormented by childhood memories, the killer tries to create his own jigsaw puzzle made from real human body parts. Along with police lieutenant Bracken  and college student Kendall , Mary Riggs  poses as a tennis instructor in order to try to uncover the identity of the maniac.Motion Picture Purgatory: Pieces Many girls fall victim to the psychotic killer: the first girl is decapitated with a chainsaw while sunbathing; the second is nearly drowned in a swimming pool, only to be pulled out of the pool and sawn in pieces with a chainsaw; the third has one of her arms sawn off by the killer while in an elevator and she dies from massive loss; the fourth is stabbed to death in the chest with a knife, while on a waterbed, and stabbed through the back of her neck; the last girl to be killed becomes trapped in the girls' locker room, who has her body sawn in half while hiding inside a bathroom stall from the killer, leaving behind her upper body. In the end, it turns out the college Dean is the killer. He tries to kill Mary but Lt. Bracken, Sgt. Holden and Kendall are able to save her by shooting him in the head. The corpse, consisting of body parts from multiple victims, falls out of the Dean's cabinet and terrifies Kendall. The film ends with Kendall preparing to leave when the corpse inexplicably comes back to life and rips off his testicles while Kendall screams, implying that the Dean is still alive."
35,1925869,"Set in the Northwestern United States in 1875, the film focuses on taciturn widower Matt Calder , who recently has been released from prison after serving time for killing a man while defending another one. He arrives in a tent city in search of his ten-year-old son Mark , who was left in the care of dance hall singer Kay  during his absence. Matt promises Mark, a virtual stranger to him, the two will enjoy a life of hunting, fishing and farming on their homestead. Kay's fiancé, gambler Harry Weston , tells her they must go to Council City to file the deed on a gold mine he won in a poker game. They head downriver on their flimsy log raft, and when they encounter trouble in the rapids near the Calder farm, Matt and Mark rescue them. Harry offers to buy Matt's rifle and horse so as to reach Council City by land, and when Matt refuses, Harry steals both, leaving Kay, Matt, and Mark stranded in the wilderness. When hostile Indians threaten the farm, the three are forced to escape down the river on Harry's raft. That night they set up camp by the river, and Matt and Kay argue about the wisdom of pursuing Harry. Matt questions why she would choose to marry a man who had endangered a child, and she reminds him Harry never killed a man like he did. Mark overhears their discussion, and Matt is forced to reveal the truth about his past to his son, who is unable to comprehend why his father acted as he did. As the three continue their journey, Kay comes to appreciate Matt's bravery and the tender way he cares for both her and Mark. As time passes, they are forced to deal with a series of trials and tribulations, including a mountain lion attack; prospectors Sam Benson and Dave Colby, who are pursuing Harry for stealing their gold claim; and another group of Indians. After a difficult ride through the worst of the rapids, the three arrive in Council City and confront Harry. Harry shoots at Matt, forcing Mark to kill Harry with a rifle he is inspecting in the general store, and the boy finally understands why his father shot a man so many years before. Kay heads to the local saloon, and while she is singing there, Matt arrives to take her back to his farm with Mark."
36,10799612,"Like in many other Monicelli movies, the main theme of Amici miei is friendship, seen from a rather bitter point of view. It tells the story of four middle-aged friends in Florence who organize together idle pranks  in a continuous attempt to prolong childhood during their adult life.  Count Mascetti  is an impoverished noble who has no means to support his family, but does not renounce high living pleasures anyway, and has an underage mistress, Titti . Perozzi  is an easy-living journalist harassed by the unceasing disapproval of his wife and his son. Melandri  is a communal architect whose main goal is to find the ideal woman. Necchi  is the owner of a café and pool hall where the friends usually plan their zingarate. During the movie they are joined by a renowned, military-like surgeon, Sassaroli , in whose clinic they recover after being hospitalized, injured after a mismanaged zingarata. Melandri falls in love with Sassaroli's wife, exclaiming ""I've seen the Madonna!"", only to discover she has psychological problems. The plot is mostly composed of elaborate practical jokes organized by the friends, including the creation of a fake mafia mob in whose ""criminal acts"" they involve a pensioner, Righi , who used to snatch croissants from the cake tray in Necchi's café, and Mascetti's attempts to save his marriage despite his relationship with Titti. The film ends with Perozzi's death, which still does not deprive the friends of their desecrating hijinks, not even in face of their own mortality; perozzi himself makes a last joke to the priest. When Perozzi's wife, criticized by Melandri for her lack of tears, comments: ""One can weep if somebody dies. But here nobody has died"", Mascetti replies: ""Well, in reality he had never been so much, but I liked him."" During the funeral procession they ""homage"" their dead friend by telling the wide-eyed Righi that Perozzi was killed for being a traitor to the mafia."
37,3150865,"Porky Pig is trying to get on a plane to play golf. However, Daffy Duck, agent to the stars, complete with business card that flashes like a theater marquis, stops him , and does everything he can to convince him that his preteenager client ""Sleepy LaGoon"" can become a star. This annoys Porky so much, as he is trying to get on his plane. Daffy spends most of the cartoon telling Porky about what his client can do, while actually performing various schticks himself, in his usual wild and frenetic way. After trying various ways to escape, Porky locks Daffy in a huge vault and takes off in a plane only to find out that the pilot of the plane is Daffy. Porky then jumps out with a parachute only to notice the parachute is again Daffy. Porky then gets chased back to his office. Finally, having stopped Daffy, Porky relents and asks to see what his client can do. ""Sleepy"", a small and droopy-eyed duck who has whiled away the episode slurping a huge all-day sucker which he keeps in a banjo case, finally gets to perform. ""Sleepy"" begins to sing a song  are in a strong baritone voice. He starts out well, then tries to hit a high note, and goes into a coughing fit."
38,20591333,"A movie about the travails of Jason , a young gas station attendant and movie projectionist living in Nebraska. His encounters with various social difficulties and with Frances , a beautiful and enigmatic young woman leads to dramatic changes and decisions in his life."
39,28238240,"Mickey and the Scorpions decide to go on a big game hunt. The kids go out into the woods, only find themselves up against real wild animals ."
40,5414895,"Director John Woo said in an interview with David Stratton that the film is only 50% factual. Woo decided to alter the story using modern feelings and his own feelings for a more worldly acceptance. According to Woo, historical accuracy was less important than how the audience felt about the battle.http://www.abc.net.au/atthemovies/txt/s2616304.htm  In the summer of 208, during the Han Dynasty, the imperial army led by chancellor Cao Cao embarks on a campaign to eliminate the southern warlords Sun Quan and Liu Bei in the name of eradicating rebels, with the reluctant approval of Emperor Xian. Cao Cao's mighty army swiftly conquers Jing Province and the Battle of Changban is ignited when Cao's cavalry starts attacking civilians on an exodus led by Liu Bei. During the battle, Liu Bei's followers, including his sworn brothers Guan Yu and Zhang Fei, give an excellent display of their combat skills by holding off the enemy while buying time for the civilians to retreat. The warrior Zhao Yun fights bravely to rescue Liu Bei's entrapped family but only succeeds in rescuing Liu's infant son. Following the battle, Liu Bei's advisor Zhuge Liang embarks on a diplomatic mission to Jiangdong to form an alliance between his lord and Sun Quan to deal with Cao Cao's invasion. Sun Quan was initially in the midst of a dilemma of whether to surrender or resist, but his decision to resist Cao Cao hardens after Zhuge Liang's clever persuasion and a subsequent tiger hunt with his viceroy Zhou Yu and sister Sun Shangxiang. Meanwhile, naval commanders Cai Mao and Zhang Yun from Jing Province pledge allegiance to Cao Cao and are received warmly by Cao, who places them in command of his navy. After the hasty formation of the alliance, the forces of Liu Bei and Sun Quan call for a meeting to formulate a plan to counter Cao Cao's army, which is rapidly advancing towards Red Cliff from both land and water. The battle begins with Sun Shangxiang leading a light cavalry unit to lure Cao Cao's vanguard force into the allies' Bagua Formation. The vanguard force is defeated by the allies but Cao Cao shows no disappointment and proceeds to lead his main army to the riverbank directly opposite the allies' main camp, where they make camp. While the allies throw a banquet to celebrate their victory, Zhuge Liang thinks of a plan to send Sun Shangxiang to infiltrate Cao Cao's camp and conduct an espionage mission. The duo maintain contact by sending messages via a pigeon. The film ends with Zhou Yu lighting his miniaturised battleships on a map based on the battle formation.  Sun Shangxiang has infiltrated Cao Cao's camp and is secretly noting details and sending them via a pigeon to Zhuge Liang. Meanwhile, Cao Cao's army is seized with a plague of typhoid fever that kills a number of his troops. Cao Cao orders the corpses to be sent on floating rafts to the allies' camp, hoping to pass the plague on to his enemies. The allied army's morale is affected when some unsuspecting soldiers let the plague in, and eventually a disheartened Liu Bei leaves with his forces while Zhuge Liang stays behind to assist Sun Quan's forces. Cao Cao is overjoyed when he hears that the alliance had collapsed. At the same time, Cai Mao and Zhang Yun propose a new tactic of interlocking the battleships together with iron beams to minimize rocking when sailing on the river and reduce the chances of the troops falling seasick. [[Image:Red Cliff.jpg|right|thumb|Sun Quan's forces look on as Liu Bei leaves the alliance. From right to left: Zhou Yu , Sun Quan , Lu Su (Hou Yong . Subsequently, Zhou Yu and Zhuge Liang make plans on how to eliminate Cai Mao and Zhang Yun, and produce 100,000 arrows respectively. They agreed that whoever fails to complete his mission will be punished by execution under military law. Zhuge Liang's ingenious strategy of letting the enemy shoot 20 boats covered in straw brings in over 100,000 arrows from the enemy and makes Cao Cao doubt the loyalty of Cai Mao and Zhang Yun. On the other hand, Cao Cao sends Jiang Gan to persuade Zhou Yu to surrender, but Zhou tricks Jiang instead into believing that Cai Mao and Zhang Yun are planning to assassinate Cao. Both Zhuge Liang and Zhou Yu's respective plans complement each other when Cao Cao is convinced, despite earlier having doubts about Jiang Gan's report, that Cai Mao and Zhang Yun were indeed planning to assassinate him by deliberately ""donating"" arrows to the enemy. Cai Mao and Zhang Yun are executed and Cao Cao realises his folly afterwards but it is too late. In Sun Quan's camp, Sun Shangxiang returns from Cao Cao's camp with a map of the enemy formation. Zhou Yu and Zhuge Liang decide to attack Cao Cao's navy with fire anticipating that a special climatic condition will soon cause the wind to shift and that the resulting southeast wind will blow to their advantage. Before the battle, Sun Quan's forces have a final moment together, feasting on rice dumplings to celebrate the Winter Solstice. Meanwhile, Zhou Yu's wife, Xiaoqiao, heads towards Cao Cao's camp alone secretly, hoping to persuade Cao to give up his ambitious plans, but fails and decides to distract him instead to buy time for her side. The battle begins when the southeast wind starts blowing in the middle of the night and Sun Quan's forces launch their attack on Cao Cao's navy. On the other hand, Liu Bei's forces, which had apparently left the alliance, start attacking Cao Cao's forts on land. By dawn, Cao Cao's entire navy has been destroyed. The allies launch another offensive on Cao Cao's ground army, stationed in his forts, and succeed in breaking through using testudo formation despite suffering heavy casualties. Although Cao Cao is besieged in his main camp, he manages to hold Zhou Yu hostage after catching him off guard together with Cao Hong. Xiahou Jun also appears, holding Xiaoqiao hostage and causing the allies to hesitate. Just then, Zhao Yun manages to reverse the situation by rescuing Xiaoqiao with a surprise attack and put Cao Cao at the mercy of the allies instead. Eventually, the allies decide to spare Cao Cao's life and tell him never to return before leaving for home. In the final scene, Zhou Yu and Zhuge Liang are seen having a conversation before Zhuge walks away into the far distance with the newborn foal Mengmeng.  The Western release trimmed the length of the film from 280 minutes to 148 minutes and was released in some regions under the title Battle of Red Cliff. An opening narration in English is provided to set the historical context whereas in the Asian release, a more brief description of the context of the political situation appears in scrolling form 10 minutes into the film. Notable cuts include the background and motivations behind Zhuge Liang's plan to obtain 100,000 arrows, including the threat to his life, and the early parts of Sun Shangxiang's infiltration. The tiger hunting scene was also cut from the Western release. Both parts were later released together as a two-disc set in North America by Magnolia Entertainment in their original length on both DVD and Blu-ray disc formats on 23 March, 2010."
41,17124781,"In the desert wilderness of 1930s Manchuria, The Bad  - a bandit and hitman - is hired to acquire a treasure map from a Japanese official traveling by train. Before he can get it however, The Weird  - a thief  - steals the map and is caught up in The Bad's derailment of the train. This involves the slaughter of the Japanese and Manchurian guards, and various civilians. The Good  - an eagle-eyed bounty hunter - appears on the scene to claim the bounty on The Bad. Meanwhile The Weird escapes, eluding his Good and Bad pursuers. A third force - a group of Manchurian bandits - also want the map to sell to the Ghost Market. The Weird hopes to uncover the map's secrets and recover what he believes is gold and riches buried by the Qing Dynasty just before the collapse of their government. As the story continues, an escalating battle for the map occurs, with bounties placed on heads and the Imperial Japanese Army racing to reclaim its map as it can apparently ""save the Japanese Empire"". After a series of graphic shoot-outs and chases, a final battle erupts in which the Japanese army, Manchurian bandits, The Good, The Bad and his gang are chasing The Weird all at once. The Japanese army kills most of the bandits. The Good kills many Japanese soldiers and sets off an explosion that drives them away. The Bad's gang is slowly killed off and he kills those that attempt to leave the chase. Only the Bad, the Weird and the Good make it to the ""treasure"". However, they find that it is nothing more than a boarded-over hole in the desert. The Bad recognizes The Weird as the ""Finger Chopper"" - a criminal that cut off his finger in a knife fight five years ago - and the man that the Good had thought the Bad to be. Turning on each other in a final act of vengeance for the slights they suffered, they finally gun each other down after a prolonged Mexican standoff. The three lay in the sand, dying and alone, as the ""useless hole"" they had fought and died for suddenly and belatedly erupts with a geyser of crude oil. The Good does survive along with the Weird. With a newly raised bounty on the Weird, a new chase begins as he flees across the Manchurian desert."
42,5425205,"Anna Khitrova , a British-Russian midwife at a London hospital, finds a Russian-language diary on the body of Tatiana, a 14-year-old girl who dies in childbirth. She also finds a card for the Trans-Siberian restaurant, which is owned by Semyon , an old vor in the Russian Mafia. Anna thus sets out to track down the girl's family so that she can find a home for the baby girl, having meetings with Semyon who she initially regards as friendly. Anna's mother Helen  does not discourage her, but Anna's Ukrainian uncle and self-described former KGB officer, Stepan , whom Anna asks for help with the translation of the diary, urges caution. Through translation of the diary, Anna comes to learn that Semyon and his unstable son Kirill , had abused the girl, addicted her to heroin, forced her into prostitution and raped her. Ultimately Anna realises that the baby was fathered by Semyon. Semyon's driver is Nikolai Luzhin , who also serves as the family cleaner, dumping murdered bodies in the River Thames. Through Nikolai, Semyon, fearing prosecution, promises to give the location of the girl's family to Anna if she hands back the diary. Nikolai takes the diary but does not give a location, instead later urging Anna to keep the baby in the UK as the girl's home is a bad village to grow up in. Semyon distrusts Anna's uncle Stepan due to his former position and ethnicity, ordering a hit on him. Nikolai accepts and soon Stepan goes missing. As Nikolai's star rises within the vory, an impressed Semyon sponsors him as a full member, with the appropriate tattoos, due in part to Nikolai's protection of Semyon's incompetent son who authorized a hit on a rival Chechen vory leader with the help of a kurdish associate, Azim. The hit was not approved by Semyon and was ill-advised; the Chechen gang are now coming to London to seek vengeance having killed Azim's nephew. Semyon hatches a plan to trick Nikolai into temporarily taking Kirill's place during a meeting at the baths with Azim. The Chechens attack, thinking Nikolai is Kirill, but Nikolai kills them both and ends up in hospital with severe wounds as a result. It is then revealed that Nikolai is actually an FSB agent who has infiltrated the gang, working under license by the British Government and a Senior Officer . As part of his undercover duties, Nikolai was able to read Tatiana's diary before Semyon had it destroyed and hatched a plan to have Semyon arrested for statutory rape, with a paternity test of the Tatiana's baby as evidence. Stepan is also safe, hiding in a 5-star hotel in Edinburgh for protection. Semyon orders Kirill to kidnap the baby girl and kill her but as Kirill sits by the Thames, almost unable to throw the little girl into the river, Nikolai and Anna find him and persuade him to give the baby back. Nikolai and Kirill embrace as Nikolai tells him that his father is finished and they are now the bosses. Nikolai and Anna then kiss as they part for the last time. Nikolai succeeds Semyon's place as boss of the organization and Anna gains custody of Tatiana's baby, whom she raises as Christine."
43,28207941,"Bimbo and Koko are sign painter's they have been hired to paint the lettering on the window of Betty Boop's Dancing School"". Betty Boop teaches her animal friends how to dance to the tune of ""Dancing to Save Your Soul"", the dancing shakes the building and the building crumbles to the ground."
44,14330027,"Paschalis  is a 30 year old agronomist, about to marry his beloved Anthoula on the island of Milos. He accidentally embarks on the boat to Sifnos, where he meets Zoi , a beautiful but strange photographer who goes to the island for her own 'purposes'. Things will become even more difficult for Paschalis when a strike of ship captains may cost him his marriage! But things change when together with Zoi he meets a couple  in Sifnos, who try to help him come together with his future wife in time for the marriage. But many unexpected situations lead to funny incidents and a lot of things are revealed about the four heroes."
45,4356664,"Kishen  has a suspicious-minded wife, Kaajal , who thinks he is always having an affair with another woman, even though he is extremely faithful to her and wouldn't dream of betraying her in any way. Prem  has the opposite situation. He is married to Pooja , who seems to be very trusting, even though he has been having several affairs with numerous gorgeous women. There is also Kishen's friend Shekhar , who accidentally falls in love with Sanjana  and marries her. Then Bobby , a call girl, enters the story. When Kishen takes pictures of Prem and his girlfriend, and threatens to send them to his wife, Prem hires Bobby to seduce Kishen. The plan is that Kishen will fall in love with her, and Prem wants to see if Kishen can hide the relationship. Then the lies start happening, as Kaajal thinks Bobby is Shekhar's wife, and Sanjana thinks Bobby is Kishen's wife. It becomes a bundle of confusion and comedy when all the various people and couples start meeting."
46,19174305,"Tahaan  lives with his grandfather , mother Haba  and older sister Zoya  in the Kashmir valley. The family lives with the ardent hope that the boy's father, who's been missing for over three years, will return home. The death of the grandfather pushes them into financial crisis. The local moneylender and his manager  take away the family's assets including Tahaan's donkey, Birbal, in lieu of an unpaid loan. While the rest of the family seeks redemption from the crises, Tahaan is determined to bring Birbal back home. After salvaging money using various means, Tahaan reaches the moneylender to reclaim Birbal. He is told that old Subhan Darr  bought the donkey and went across the mountains in which Tahaan's father went missing. Gathering courage, Tahaan goes in search of the old man. He finds him and he follows Subhan and his assistant Zafar  and their mule train, leading Birbal despite their protests. Although Subhan promises to return Birbal to Tahaan if he can win a race against the incompetent Zafar, when he wins Subhan refuses to give him Birbal. Instead, Subhan gives the donkey to his eight-year-old nephew. Zafar tries to give Tahaan his sunglasses as a replacement for the donkey, but Tahaan will not accept the gift. On his way back home, Tahaan encounters Idrees, a teenager who discourages him, saying that his efforts will not be sufficient to get Birbal back. Instead he suggests to do him a favor. Tahaan is asked to take a package across the mountains in his onward journey. Upon seeing his eagerness, Idrees hands him over a grenade and says that when the time is right, he will be told what needs to be done. At a checkpoint the package and grenade are not discovered due to the fact that the soldiers know and trust Subhan Darr. Tahaan is about to commit a terrorist act with the grenade and has already removed the pin, when he changes his mind and throws it safely in a river. He then sees his father emerge from the building he almost blew up. Subhan's nephew learns that Tahaan is fond of Birbal, and at his request Subhan gives the donkey back to Tahaan."
47,33417831,"Five men attend the same gym in Berlin. None of them seem to have anything in common, but all five have not enough confidence to meet or develop relationships with the opposite sex, and what it really means to be a man or what women expect of them. Günther Stobanski, portrayed by Christian Ulmen, fails with Internet dating, music producer Jerome Ades, portrayed by Til Schweiger, passes from a sentimental break-up story to another. Roland Feldberg, a train driver portrayed by Wotan Wilke Möhring, snubs his wife Susanne Feldberg portrayed by Nadja Uhl. The girlfriend of Philip Henrion, portrayed by Maxim Mehmet, becomes pregnant at a young age. Niklas Michalke, a solicitor portrayed by Florian David Fitz, is terrified by his impending marriage, while Bruce Berger, a singer portrayed by Justus von Dohnányi, tries to pursue his singing career."
48,2408359,"School is out and the teenagers head for the beach. All is well until millionaire Harvey Huntington Honeywagon III  comes around, convinced that the beachgoers are so senselessly obsessed with sex that their mentality is below that of a primate – especially Honeywagon's wunderkind pet chimp Clyde, who can surf, drive, and watusi better than anyone on the beach. With the teenagers demoralized and discredited, Honeywagon plans to turn Bikini Beach into a senior citizens retirement home. Meanwhile, foppish British rocker and drag racer Peter Royce Bentley, better known as ""The Potato Bug"" , has taken up residence on Bikini Beach. Annoyed by Frankie's reluctance to start their relationship towards marriage, Dee Dee becomes receptive to Potato Bug's advances. In a jealous rage, Frankie challenges The Potato Bug to a drag race, in hopes of winning Dee Dee back."
49,1838882,"The evil Lord Conqueror, head of Conqueror's Clan, is given a prophecy by Mud Buddha. It is said that if Conqueror finds two young children by the name of Wind and Cloud he will have good fortune. Mud Buddha tells Conqueror to look for him 10 years later so that he can tell the rest of Conqueror's fortune. Conqueror issues an order that every boy with a birth chart matching Wind's or Cloud's must become a disciple of the Conqueror's Clan. Both Wind and Cloud are found, and Lord Conqueror's servants murder their respective parents. Ten years pass, and Wind and Cloud are now both fully grown and highly skilled martial artists. Lord Conqueror raised them as his own children. He is angered by the disappearance of Mud Buddha and sends his men to find him. After Mud Buddha is found, he reveals that Wind and Cloud will either join or destroy Conqueror. Seeing that Wind and Cloud can lead to misfortune, Conqueror uses his daughter, Charity, to cause Wind and Cloud to fight each other. There was a love triangle involving Wind, Cloud, and Charity. Conqueror arranges a marriage with Wind and Charity. Cloud finds out and is unhappy about it. On the day of the wedding, he takes her away and Conqueror tells Wind to fight for his wife. Wind and Cloud engage in a battle and Lord Conqueror tries to kill Cloud in their duel, but killed his own daughter. This was because she tried to protect Cloud. Cloud and Wind's relationship with Lord Conqueror sours, after Cloud loses an arm to Conqueror in combat and Wind is poisoned by Conqueror's minions. Wind finds out the truth about who killed his parents and fights a fire beast which killed his father. Fortunately, Cloud is found by helpful villagers, one of whom donates his arm to replace Cloud's loss. Wind and Cloud then work together to destroy Lord Conqueror. Together, they defeat the evil warlord, finally exacting their revenge and fulfilling Mud Buddha's prophecy."
